Symbol	Test	Control
p_7181_1	"Neurosphere-like glioma Cell Line R11, CD133+ cancer stem cells,"	"Adherent glioma cell line R43, CD133- cancer stem cells, control"
p_7213_1	"HIV1, VLP"	"HIV1, cellular"
p_7216_1	"Normal human epidermal keratinocytes, Treated with IL19"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_2	"Normal human epidermal keratinocytes, Treated with IL20"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_3	"Normal human epidermal keratinocytes, Treated with IL22"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_4	"Normal human epidermal keratinocytes, Treated with IL24"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_5	"Normal human epidermal keratinocytes, Treated with IL26d"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_6	"Normal human epidermal keratinocytes, Treated with KGF"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_7	"Normal human epidermal keratinocytes, Treated with IFNg"	"Normal human epidermal keratinocytes, untreated, control"
p_7216_8	"Normal human epidermal keratinocytes, Treated with IL1b"	"Normal human epidermal keratinocytes, untreated, control"
p_7223_1	"LNCaP cell, RSL1 treated, 6h"	"LNCaP cell, control"
p_7223_2	"LNCaP cell, RSL1 treated, 24h"	"LNCaP cell, control"
p_7224_1	Gingival Epithelium	Tonsil Epithelium
p_7234_1	Human embryonic carcinoma cell	Human embryonic stem cell
p_7234_2	complex karytoype ESC; stem cell	normal karyotype ESC
p_7234_3	carcinoma cells	normal karyotype ESC
p_7247_1	DC_mRNA	DC_unloaded
p_7247_2	DC_lysate	DC_unloaded
p_7247_3	DC_double_matched	DC_unloaded
p_7247_4	DC_double_mismatched	DC_unloaded
p_7268_1	"ileal mucosa, C.hominis infected"	"ileal mucosa, uninfected"
p_7268_2	"ileal mucosa, C.parvum infected"	"ileal mucosa, uninfected"
p_7305_1	Endometrium/Ovary-Disease	"Endometrium, normal"
p_7307_1	accumbens PD; tissue	accumbens normal
p_7307_10	breast cancer	breast normal
p_7307_11	caudate PD; tissue	caudate normal
p_7307_12	endometriosis; tissue	endometrium normal
p_7307_13	globus pallidus PD; tissue	globus pallidus normal
p_7307_14	myometrium adenomyosis; tissue	myometrium normal
p_7307_15	myometrium uterine fibroid; tissue	myometrium normal
p_7307_2	putamen PD; tissue	putamen normal
p_7307_3	skin melanoma	skin normal
p_7307_4	substantia nigra_pars compacta PD; tissue	substantia nigra_pars compacta normal
p_7307_5	substantia nigra_reticulata PD; tissue	substantia nigra_reticulata normal
p_7307_6	synovial membrane rheumatoid arthritis; tissue	synovial membrane normal
p_7307_7	thalamus_lateral nuclei PD; tissue	thalamus_lateral nuclei normal
p_7307_8	myometrium endometriosis; tissue	myometrium normal
p_7307_9	thalamus_subthalamic nucleus PD; tissue	thalamus_subthalamic nucleus normal
p_7327_1	"MCF7 xenografts, E2-treated"	"MCF7 xenografts, Tam-treated"
p_7345_1	"PBMCs, ALPS 1A, 0h after IL-2 withdrawal"	"PBMCs, Normal control, 0h after IL-2 withdrawal"
p_7345_2	"PBMCs, P58, 0h after IL-2 withdrawal"	"PBMCs, Normal control, 0h after IL-2 withdrawal"
p_7345_3	"PBMCs, ALPS 1A, 24h after IL-2 withdrawal"	"PBMCs, Normal control, 24h after IL-2 withdrawal"
p_7345_4	"PBMCs, P58, 24h after IL-2 withdrawal"	"PBMCs, Normal control, 24h after IL-2 withdrawal"
p_7364_1	Neuroblastoma cell; tissue	peripheral blood mononuclear cell
p_7368_1	"BAL (bronchoalveolar lavage) cells, Steroid Resistant"	"BAL (bronchoalveolar lavage) cells, Steroid Sensitive"
p_7382_1	"MCF7 cell, High LMO4"	"MCF7 cell, low LMO4"
p_7392_1	"renal tissue, Subclinical interstitial fibrosis, T=0"	"renal tissue, normal, T=0"
p_7392_2	"renal tissue, Subclinical interstitial fibrosis , T=12m"	"renal tissue, normal, T=12m"
p_7400_1	"peripheral blood, post G-CSF"	"peripheral blood, pre G-CSF"
p_7434_1	"Placenta cell, smoking"	"Placenta cell, non-smoking"
p_7440_1	SER; acute lymphoblastic leukemia (ALL); blood cancer	RER
p_7440_2	Relapse; acute lymphoblastic leukemia (ALL); blood cancer	RER
p_7440_3	CCr; acute lymphoblastic leukemia (ALL); blood cancer	RER
p_7451_1	whole saliva pSS patient; tissue	whole saliva control
p_7454_1	"U-2OS cell, decitabine treated"	"U-2OS cell, control"
p_7462_1	"PBMC, exposed to diesel exhaust, 200ug, 4h"	"PBMC, exposed to diesel exhaust, 200ug, 0h"
p_7462_2	"PBMC, exposed to diesel exhaust, 200ug, 22h"	"PBMC, exposed to diesel exhaust, 200ug, 0h"
p_7462_3	"PBMC, exposed to diesel exhaust, 200ug, 4h"	"PBMC, exposed to filtered air, 4h"
p_7462_4	"PBMC, exposed to diesel exhaust, 200ug, 22h"	"PBMC, exposed to filtered air, 22h"
p_7476_1	"Bladder cell, low grade superfical tumor"	"Bladder cell, normal"
p_7476_2	"Bladder cell, high grade superfical tumor"	"Bladder cell, normal"
p_7476_3	"Bladder cell, high grade muscle invasive tumor"	"Bladder cell, normal"
p_7486_1	LCL Discordant twin pair; tissue	LCL Unaffected MZ twin pair
p_7486_2	LCL Concordant for Epilepsy twin pair; tissue	LCL Unaffected MZ twin pair
p_7500_1	scramble siRNA with RA; siRNA treatment	scramble siRNA no RA
p_7500_2	RISC-free siRNA treated with RA; siRNA treatment	RISC-free siRNA no RA
p_7500_3	siRNA for RIP140 with RA; siRNA treatment	siRNA for RIP140 no RA
p_7500_4	siRNA for RIP140 no RA; siRNA treatment	scramble siRNA no RA
p_7500_5	siRNA for RIP140 with RA; siRNA treatment	scramble siRNA with RA
p_7508_1	"Jurkat cell, LEDGF knockdown"	"Jurkat cell, control"
p_7509_1	"Dendritic cell, immature, IFN alpha treatment, 24h"	"Immature Dendritic cell, without IFN alpha treatment, 24h"
p_7509_2	"Dendritic cell, immature,  anti-FcgRIIB antibody treated, 24h"	"Immature Dendritic cell, isotype antibody treated, 24h"
p_7509_3	"Dendritic cell, immature, inflammatory cytokines treated, 24h"	"Immature Dendritic cell, isotype antibody treated, 24h"
p_7509_4	"monocyte, antiFcgRIIB antibody treated, 24h"	"monocyte, isotype control antibody treated, 24h"
p_7509_5	"Dendritic cell, anti-FcgRIIB antibody treated, 24h"	"Dendritic cell, isotype antibody treated, 24h"
p_7509_6	"Dendritic cell, inflammatory cytokines treated, 24h"	"Dendritic cell, isotype antibody treated, 24h"
p_7510_1	"peripheral blood, GVHD"	"peripheral blood, control"
p_7510_2	related GVHD; tissue	related Ctrl
p_7513_1	"breast tumor, non-CD44+/CD24-"	"breast tumor,CD44+/CD24-"
p_7515_1	Cancer mammospheres	primary breast cancer
p_7538_1	CD34 acute myeloid leukemia (AML)_PTL_6 h; treated	CD34 acute myeloid leukemia (AML)_UT_6 h
p_7553_1	basal cell carcinoma; skin cancer	normal skin
p_7553_2	melanoma in situ; skin cancer	normal skin
p_7553_3	metastatic melanoma; skin cancer	normal skin
p_7553_4	primary melanoma; skin cancer	normal skin
p_7553_5	squamous cell carcinoma; skin cancer	normal skin
p_7554_1	"HEK293 cells, expressing 10 KSHV encoded miRNAs"	"HEK293 cells, control vector"
p_7556_1	SKVCR 2.0 cell	SKOV3 cell
p_7562_1	"A431 cell, PTEN RNAi treated"	"A431 cell, wt"
p_7562_2	"HCC827 cell, PTEN RNAi treated"	"HCC827 cell, wt"
p_7562_3	"SKBR3 cell, PTEN RNAi treated"	"SKBR3 cell, wt"
p_7568_1	"Macrophage, differenciated in the presence of IL-4, 5 days, then stimulated with TGF-beta,24h"	"Macrophage, differenciated in the presence of IL-4, 5 days"
p_7568_2	"Macrophage, differenciated in the presence of IL-4+dexamethasone, 5 days, then stimulated with TGF-beta,3h"	"Macrophage, differenciated in the presence of IL-4+dexamethasone, 5 days"
p_7568_3	"Macrophage, differenciated in the presence of IL-4+dexamethasone, 5 days, then stimulated with TGF-beta,24h"	"Macrophage, differenciated in the presence of IL-4+dexamethasone, 5 days"
p_7578_1	"DAOY cell line, Bmi1 shRNA"	"DAOY cell line, wt"
p_7578_2	"DAOY cell line, Mel18 shRNA"	"DAOY cell line, wt"
p_7578_3	"DAOY cell line, Bmi1 Mel18 shRNA"	"DAOY cell line, wt"
p_7578_4	Alk shRNA; treated	Wild Type
p_7621_1	"Substantia nigra cell, Parkinson's disease"	"Substantia nigra cell, normal"
p_7678_1	"SW480 cell, GFP treated, Dox treated"	"SW480 cell, GFP treated, control"
p_7678_2	"SW480 cell, miRNA34a treated, Dox treated"	"SW480 cell, miRNA34a treated, control"
p_7678_4	SW480_miRNA34a_with_Dox; treated	SW480_GFP_with_Dox
p_7696_1	"GBM, radiotherapy; treated"	"non-tumor, epilepsy"
p_7696_2	"GBM, TMZ/radiotherapy; treated"	"non-tumor, epilepsy"
p_7696_3	"Recurrent GBM, TMZ/radiotherapy; treated"	"non-tumor, epilepsy"
p_7700_1	"MDA MB231 cell, YAP knock down"	"MDA MB231 cell, control"
p_7700_2	"Normal luminal cell, YAP knock down"	"Normal luminal cell, control"
p_7708_1	"LNCaP cells, stimulated with DHT"	"LNCaP cells, not stimulated with DHT"
p_7708_2	"LNCaP cells, Bicalutamide treated, not stimulated with DHT"	"LNCaP cells, not stimulated with DHT"
p_7708_3	"LNCaP cells, control polyamide treated, not stimulated with DHT"	"LNCaP cells, not stimulated with DHT"
p_7708_4	"LNCaP cells, Polyamide targeting ARE treated, not stimulated with DHT"	"LNCaP cells, not stimulated with DHT"
p_7741_1	"Liver cell, HCV infected, stage 0 Fibrosis"	"Liver cell, control"
p_7741_2	"Liver cell, HCV infected, Advance Fibrosis"	"Liver cell, control"
p_7745_1	"Caco-2 cell, differentiated"	"Caco-2 cell, undifferentiated"
p_7753_1	"PBMC, new onset sJIA"	"PBMC, normal control"
p_7754_1	"HCT116 cells, miR-34a expression"	"HCT116 cells, empty vector"
p_7757_1	acute lymphoblastic leukemia (ALL) with hyperdiploid karyotype; blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7757_2	acute lymphoblastic leukemia (ALL) with t(1;19); blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7757_3	acute lymphoblastic leukemia (ALL) with t(12;21); blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7757_4	c-acute lymphoblastic leukemia (ALL)/Pre-B-acute lymphoblastic leukemia (ALL) without t(9;22); blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7757_5	c-acute lymphoblastic leukemia (ALL)/Pre-B-acute lymphoblastic leukemia (ALL) with t(9;22); blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7757_6	pro-B-acute lymphoblastic leukemia (ALL) with t(11q23)/MLL; blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7757_7	T-acute lymphoblastic leukemia (ALL); blood cancer	acute myeloid leukemia (AML) with normal kartyotype + other abnormalities
p_7788_1	NLPHL_lymph_node; cancer	Normal_reactive_lymph_node
p_7788_2	THRBL_lymph_node; cancer	Normal_reactive_lymph_node
p_7807_1	"Human elutriated monocytes, stimulated with LTD4, 100nM, 30 min"	"Human elutriated monocytes, vehicle control (EtOH)"
p_7808_1	"epididimus, tail segment, 26 years-old"	"epididimus, corpus segment, 26 years-old"
p_7808_2	"epididimus, head segment, 26 years-old"	"epididimus, corpus segment, 26 years-old"
p_7808_3	"epididimus, tail segment, 26 years-old"	"epididimus, head segment, 26 years-old"
p_7808_4	"epididimus, tail segment, 47 years-old"	"epididimus, corpus segment, 47 years-old"
p_7808_5	"epididimus, head segment, 47 years-old"	"epididimus, corpus segment, 47 years-old"
p_7808_6	"epididimus, tail segment, 47 years-old"	"epididimus, head segment, 47 years-old"
p_7808_7	"epididimus, tail segment, 50 years-old"	"epididimus, corpus segment, 50 years-old"
p_7821_1	"intestinal mucosa, dizygotic twin; tissue"	"intestinal mucosa, monozytotic twin"
p_7824_1	"tumor, periphral"	"tumor, center"
p_7835_1	"U251 cells, stimulated with DFO"	"U251 cells, not stimulated with DFO"
p_7835_2	"U251 cells, siRNA against HIF-1a treated, stimulated with DFO"	"U251 cells, stimulated with DFO"
p_7835_3	"U251 cells, polyamide targeting the HRE treated, stimulated with DFO"	"U251 cells, stimulated with DFO"
p_7835_4	"U251 cells, Echinomycin treated, stimulated with DFO"	"U251 cells, stimulated with DFO"
p_7845_1	"Human airway cells, 1 ng/mL ricin, 24 h"	"Human airway cells, untreated, 24 h"
p_7846_1	"endometrial endothelial cell from eutopic endometrium, patient with endometriosis"	"endometrial endothelial cell from eutopic endometrium, normal control"
p_7868_1	"LNCaP cells, DHT treated, 4h"	"LNCaP cells, DHT untreated"
p_7868_2	"LNCaP cells, DHT treated, 16h"	"LNCaP cells, DHT untreated"
p_7869_1	"PKD1 cell, small cyst"	"PKD1 cell, control"
p_7869_2	"PKD1 cell, medium cyst"	"PKD1 cell, control"
p_7869_3	"PKD1 cell, large cyst"	"PKD1 cell, control"
p_7869_4	Minimally cystic tissue	"PKD1 cell, control"
p_7874_1	"CD34+ hematopoietic progenitor cells, in EST condition"	"CD34+ hematopoietic progenitor cells, subjected to EPO"
p_7879_1	"hES, SA01 expressed"	"hES, VUB01 expressed"
p_7879_2	"MSC, SA01 expressed"	"MSC, VUB01 expressed"
p_7888_2	"mesenchymal stem cells, lot#4F1127, 9th passage"	"mesenchymal stem cells, lot#4F1127, 4th passage"
p_7888_3	"mesenchymal stem cells, lot#4F1127, 22nd passage"	"mesenchymal stem cells, lot#4F1127, 4th passage"
p_7890_1	"dermal fibroblasts from keloid, treated with 1.5uM hydrocortisone"	"dermal fibroblasts from keloid, untreated control"
p_7890_2	"dermal fibroblasts from normal scar, treated with 1.5uM hydrocortisone"	"dermal fibroblasts from normal scar, untreated control"
p_7890_3	keloid treated with hydrocortisone	normal scar treated with hydrocortisone
p_7890_4	keloid with no hydrocortisone treatment	normal with no hydrocortisone treatment
p_7896_1	"Sheff 4 hESC, S1P treated"	Sheff4 hESC
p_7896_2	"Sheff 4 hESC, grown upon matrigel"	Sheff4 hESC
p_7904_1	"breast tissue, basal-like cancer (BLC)"	"breast tissue, normal"
p_7904_2	"breast tissue, non-basal-like cancer (non-BLC)"	"breast tissue, normal"
p_7904_3	Non-basal-like cancers	Normal breast
p_7964_1	"SEG1 cells, HDAC42 pretreated+acid pulsed"	"SEG1 cells, vehicle pretreated+acid pulsed"
p_7967_1	arsenic exposure > 1	arsenic exposure < 1
p_8023_1	"AML1-ETO expressing cord blood cell, grown serum-free, CD34"	"Cord blood cells, grown serum-free, CD34 purified"
p_8023_2	"AML1-ETO expressing cord blood cell, clone 13.2"	Cord blood cells
p_8023_3	"AML1-ETO expressing cord blood cell, clone 9"	Cord blood cells
p_8045_1	"A549 cells, siRNA targeting ALDH1A1+ALDH3A1 (Lenti 1+3 cells)"	"A549 cells, control siRNA"
p_8045_2	"A549 cells, siRNA targeting ALDH1A1+ALDH3A1 (Lenti 1+3 cells)"	"A549 cells, wild type"
p_8049_1	"GSf cell line, glioblastoma derived neurosphere cultures"	"GSr cell line, glioblastoma derived neurosphere cultures"
p_8050_1	"RCC099 cell, tumor"	"RCC099 cell, normal"
p_8050_2	"RCC110 cell, tumor"	"RCC110 cell, normal"
p_8052_1	Asthma	control
p_8056_1	"Burn wound margin of human skin, 0-3 days post-thermal injury"	"Normal human skin, no thermal injury"
p_8056_2	"Burn wound margin of human skin, 4-7 days post-thermal injury"	"Normal human skin, no thermal injury"
p_8056_3	"Burn wound margin of human skin, >7 days post-thermal injury"	"Normal human skin, no thermal injury"
p_8059_1	"Natural killer cells, stimulated by IL2, 100IU/ml, 2h"	"Natural Killer cells, heathy control"
p_8059_2	"Natural killer cells, stimulated by IL2, 100IU/ml, 8h"	"Natural Killer cells, heathy control"
p_8059_3	"Natural killer cells, stimulated by IL2, 100IU/ml, 24h"	"Natural Killer cells, heathy control"
p_8066_1	"SKNAS cell, NmycER expressed"	"SKNAS cell, Control"
p_8066_10	"SHEP-21N, t=8 hrs; time course"	"SHEP-21N, t=0"
p_8066_12	"SHEP-21N, t=120 hrs; time course"	"SHEP-21N, t=0"
p_8066_3	"SHEP-21N cell, MYCN expressed"	"SHEP-21N cell, control"
p_8066_4	"IMR32-DKK1 c63, t=24 hrs; time course"	"IMR32-DKK1 c63, t=0"
p_8066_6	"IMR32-DKK1 c63, t=288 hrs; time course"	"IMR32-DKK1 c63, t=0"
p_8066_7	"IMR32-DKK1 c66, t=24 hrs; time course"	"IMR32-DKK1 c66, t=0"
p_8066_9	"IMR32-DKK1 c66, t=288 hrs; time course"	"IMR32-DKK1 c66, t=0"
p_8121_1	Septic Shock 1 day	Normal
p_8121_2	Septic Shock 3 day	Normal
p_8140_1	"MCF7 cell, Fulv treated"	"MCF7 cell, E2+G treated"
p_8140_2	"MCF7 cell, ED treated"	"MCF7 cell, E2+G treated"
p_8140_3	"MCF7 cell, Tam+G treated"	"MCF7 cell, E2+G treated"
p_8141_1	"MCF7, E2+G treated"	"MCF7, Fulv treated"
p_8141_10	"MCF7/HER2-18, E2+G treated"	"MCF7/HER2-18, E2 treated"
p_8141_11	"MCF7/HER2-18, ED+G treated"	"MCF7/HER2-18, ED treated"
p_8141_12	"MCF7/HER2-18, Tam+G treated"	"MCF7/HER2-18, Tam treated"
p_8141_13	"MCF7/HER2-18, E2+Tam treated"	"MCF7/HER2-18, E2 treated"
p_8141_14	"MCF7/HER2-18, E2+Tam treated"	"MCF7/HER2-18, Tam treated"
p_8141_2	"MCF7, ED treated"	"MCF7, Fulv treated"
p_8141_3	"MCF7, Tam+G treated"	"MCF7, Fulv treated"
p_8141_4	"MCF/HER2-18, late E2 treated"	"MCF7/HER2-18, early E2 treated"
p_8141_5	"MCF7/HER2-18, res ED treated"	"MCF7/HER2-18, sen ED treated"
p_8141_6	"MCF7/HER2-18, late E2+G treated"	"MCF7/HER2-18, small E2+G treated"
p_8141_7	"MCF7/HER2-18, res ED+G treated"	"MCF7/HER2-18, sen ED+G treated"
p_8141_8	"MCF7/HER2-18, late Tam treated"	"MCF7/HER2-18, early Tam treated"
p_8141_9	"MCF7/HER2-18, res Tam+G treated"	"MCF7/HER2-18, sen Tam+G treated"
p_8157_1	"skeletal muscle of PCOS, pioglitazone treated"	"skeletal muscle of PCOS, pioglitazone not treated"
p_8157_2	"skeletal muscle of PCOS, pioglitazone not treated"	"skeletal muscle, healthy control"
p_8157_3	"Muscle PCOS, case"	"Muscle PCOS, control"
p_8166_1	HUVEC vs CAN34 3hr exposure ; time course	HUVEC vs M199 3hr exposure (U133P2)
p_8166_2	HUVEC vs SC5314 3hr exposure ; time course	HUVEC vs M199 3hr exposure (U133P2)
p_8166_3	HUVEC vs TNF   -alpha 3hr ; time course	HUVEC vs M199 3hr exposure (U133P2)
p_8166_4	HUVEC vs CAN34 8hr exposure ; time course	HUVEC vs M199 3hr exposure (U133P2)
p_8166_5	HUVEC vs SC5314 8hr exposure ; time course	HUVEC vs M199 3hr exposure (U133P2)
p_8166_6	HUVEC vs TNF -alpha 8hr ; time course	HUVEC vs M199 3hr exposure (U133P2)
p_8167_1	Kit mutation GIST	Kit wild type GIST
p_8192_10	"HeLa, shLuc-, 30min"	"HeLa, shLuc-, 0min"
p_8192_13	"HeLa, shLuc-, 120min"	"HeLa, shLuc-, 0min"
p_8192_15	"HeLa, shLuc+, 30min"	"HeLa, shLuc+, 0min"
p_8192_18	"HeLa, shLuc+, 120min"	"HeLa, shLuc+, 0min"
p_8192_2	"HeLa, shRHAU-,30min"	"HeLa, shRHAU-, 0min"
p_8192_4	"HeLa, shRHAU-, 120 min"	"HeLa, shRHAU-, 0min"
p_8192_6	"HeLa, shRHAU+, 30min"	"HeLa, shRHAU+, 0min"
p_8192_8	"HeLa, shRHAU+, 120min"	"HeLa, shRHAU+, 0min"
p_8289_1	"HEK293 cell line, induced HNF4a2 WT"	"HEK293 cell line, noninduced HNF4a2 WT"
p_8289_2	"HEK293 cell line, induced HNF4a2 mutant C106R"	"HEK293 cell line, noninduced HNF4a2 mutant C106R"
p_8289_3	"HEK293 cell line, induced HNF4a2 mutant R154X"	"HEK293 cell line, noninduced HNF4a2 mutant R154X"
p_8302_1	"hepatocyte, WY14643 treated, 12h"	"hepatocyte, control"
p_8316_1	human_hepatocytes_WY12h	human_hepatocytes_control
p_8331_1	"Left ventricle myocytes, isolated from congestive heart failure patient"	Left Ventricle Myocytes. isolated from high ejection fraction patient
p_8437_1	"HEK293 cells, Staufen2-HA (59kDa) over-expression"	"HEK293 cells, mock-transfected"
p_8437_2	"HEK293 cells, Staufen2-HA (62kDa) over-expression"	"HEK293 cells, mock-transfected"
p_8438_1	"HEK293 cells, Staufen1-HA over-expression"	"HEK293 cells, mock-transfected"
p_8442_1	Angiotensin II	Basal
p_8442_2	Angiotensin II	Angiotensin II + cycloheximide
